00:00	0.0
00:05	2.1569926217454877e-07
00:10	4.3139852434909754e-07
00:15	6.470977865236463e-07
00:20	8.627970486981951e-07
00:25	1.0784963108727437e-06
00:30	1.2941955730472926e-06
00:35	1.5098948352218415e-06
00:40	1.7255940973963902e-06
00:45	1.9412933595709393e-06
00:50	2.1569926217454873e-06
00:55	2.3726918839200362e-06
00:60	2.588391146094585e-06
00:65	2.804090408269134e-06
00:70	3.019789670443683e-06
00:75	3.235488932618232e-06
00:80	3.4511881947927803e-06
00:85	3.6668874569673292e-06
00:90	3.8825867191418785e-06
00:95	4.098285981316426e-06
00:100	4.313985243490975e-06
00:105	4.529684505665524e-06
00:110	4.7453837678400725e-06
00:115	4.961083030014622e-06
00:120	5.17678229218917e-06
00:125	5.39248155436372e-06
00:130	5.608180816538268e-06
00:135	5.8238800787128165e-06
00:140	6.039579340887366e-06
00:145	6.255278603061915e-06
00:150	6.470977865236464e-06
00:155	6.686677127411011e-06
00:160	6.902376389585561e-06
00:165	7.118075651760109e-06
00:170	7.3337749139346584e-06
00:175	7.549474176109206e-06
00:180	7.765173438283757e-06
00:185	7.980872700458304e-06
00:190	8.196571962632852e-06
00:195	8.412271224807403e-06
00:200	8.62797048698195e-06
00:205	8.8436697491565e-06
00:210	9.059369011331048e-06
00:215	9.275068273505598e-06
00:220	9.490767535680145e-06
00:225	9.706466797854695e-06
00:230	9.922166060029244e-06
00:235	1.0137865322203792e-05
00:240	1.035356458437834e-05
00:245	1.056926384655289e-05
00:250	1.078496310872744e-05
00:255	1.1000662370901986e-05
00:260	1.1216361633076536e-05
00:265	1.1432060895251085e-05
00:270	1.1647760157425633e-05
00:275	1.1863459419600182e-05
00:280	1.2079158681774732e-05
00:285	1.229485794394928e-05
00:290	1.251055720612383e-05
00:295	1.2726256468298377e-05
00:300	1.2941955730472927e-05
00:305	1.3157654992647474e-05
00:310	1.3373354254822023e-05
00:315	1.3589053516996571e-05
00:320	1.3804752779171121e-05
00:325	1.4020452041345671e-05
00:330	1.4236151303520218e-05
00:335	1.4451850565694768e-05
00:340	1.4667549827869317e-05
00:345	1.4883249090043865e-05
00:350	1.5098948352218412e-05
00:355	1.5314647614392962e-05
00:360	1.5530346876567514e-05
00:365	1.574604613874206e-05
00:370	1.5961745400916608e-05
00:375	1.617744466309116e-05
00:380	1.6393143925265705e-05
00:385	1.6608843187440257e-05
00:390	1.6824542449614805e-05
00:395	1.7040241711789354e-05
00:400	1.72559409739639e-05
00:405	1.747164023613845e-05
00:410	1.7687339498313e-05
00:415	1.7903038760487547e-05
00:420	1.8118738022662096e-05
00:425	1.8334437284836648e-05
00:430	1.8550136547011196e-05
00:435	1.876583580918574e-05
00:440	1.898153507136029e-05
00:445	1.919723433353484e-05
00:450	1.941293359570939e-05
00:455	1.962863285788394e-05
00:460	1.9844332120058487e-05
00:465	2.0060031382233036e-05
00:470	2.0275730644407584e-05
00:475	2.0491429906582133e-05
00:480	2.070712916875668e-05
00:485	2.092282843093123e-05
00:490	2.113852769310578e-05
00:495	2.135422695528033e-05
00:500	2.156992621745488e-05
00:505	2.1785625479629423e-05
00:510	2.2001324741803972e-05
00:515	2.2217024003978524e-05
00:520	2.2432723266153072e-05
00:525	2.264842252832762e-05
00:530	2.286412179050217e-05
00:535	2.307982105267672e-05
00:540	2.3295520314851266e-05
00:545	2.3511219577025818e-05
00:550	2.3726918839200363e-05
00:555	2.394261810137491e-05
00:560	2.4158317363549463e-05
00:565	2.4374016625724012e-05
00:570	2.458971588789856e-05
