,1,2,5,10,25,50,100,200,500,1000
5-min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10-min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15-min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60-min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-hr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038389126350216196,7.933742380397205
3-hr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9840200218283686e-07,10.971593947199452,30.85868106171151
6-hr,0.0,0.0,0.0,0.0,0.0,0.0,2.48650283666318e-07,5.27510912409681,32.861765131843896,51.02083624530851
12-hr,0.0,0.0,0.0,0.0,0.0,6.500047838952155e-08,0.6587190018485386,13.900959899564079,37.35722383341366,53.46419806247361
24-hr,0.0,0.0,0.0,0.0,1.1002476093755948e-07,1.203910665736219,9.513410734873204,22.70388943428641,39.78584220109206,51.11470750121128
2-day,0.0,0.0,0.0,1.63311160825453e-08,0.9459398959029967,7.238174836149385,16.122734992632978,24.720709201882077,30.194598721134067,32.001866860889955
3-day,0.0,0.0,5.905417630883248e-10,0.00048645051189625697,2.4528460558707508,7.656282441870058,13.503914716225957,17.813621350932905,22.14897179201527,22.163579377566787
4-day,0.0,5.944297517207182e-15,5.883597286594191e-09,0.08863125402326451,2.8951771045677606,6.817456162959873,10.528863408608688,12.9905606304977,14.97249254001762,15.097610015034343
7-day,1.0734419970181492e-10,1.4672361125356298e-09,0.07514601835674806,0.8480657928045061,3.093408503642679,4.808940652695771,5.726074665566392,6.4574587558215475,7.206201342582254,7.540811927966452
10-day,2.7638725080446593e-09,0.0049581882211304305,0.5585236105810454,1.5176815105868786,3.138436752749939,3.7972716592457885,4.19908233739068,4.547834353812467,4.925005861789618,5.1664936989795
20-day,0.5800218419920452,1.1051500169638904,2.0237923890243503,2.3878442861559748,2.8001055861331663,3.0154199321655946,3.1493771784611537,3.2628043199704675,3.3816746434823988,3.490383531458048
30-day,1.4768625923922534,1.828656730443122,2.146328249686095,2.3713418896763216,2.629813746595162,2.792728290052621,2.9179863707586073,3.017108716785949,3.1506884843081973,3.2424922163605667
45-day,1.7618962766446002,1.9319467443893854,2.1724323528839014,2.313141454452367,2.479758186841175,2.598545346765861,2.705089474713531,2.811165086338761,2.9408477145472762,3.034190923516041
60-day,1.8085497334354486,1.9572845661877067,2.1469652242648483,2.267292061716554,2.4158585025061607,2.532086049821057,2.62709707005723,2.723224009686746,2.8253185711923234,2.859579310082281
