,1,2,5,10,25,50,100,200,500,1000
5-min,0.539696894579879,0.6100862033636497,0.7049636976571274,0.7792686461380839,0.9186992010567592,1.0473853140506872,1.1697179762772891,1.298727040325576,1.450016274799127,1.564612015262356
10-min,0.7036108988922144,0.7813371628259327,0.9164359007573513,1.0618357440102988,1.2617824999773297,1.4424851395576541,1.6135262020363423,1.767745522842755,1.9743341153932477,2.1169810124651343
15-min,0.8015271665184042,0.8842247350259779,1.0779357208089908,1.2510691062362134,1.4910451868617323,1.6726702951304229,1.8419860637737953,2.0145729215093375,2.2598847495450154,2.4336480339196105
30-min,0.969011344837141,1.1272603971824133,1.3758762992968279,1.595685299856237,1.8969505877289505,2.1351958481955444,2.358428473107633,2.5820502679514963,2.8491130898754427,3.045040791598321
60-min,1.108151927391454,1.270843790763156,1.5400946855897149,1.7718814020172502,2.117688299135663,2.382398193052267,2.6362150000460196,2.8908200903266246,3.2208128515893573,3.4562082021041873
2-hr,1.270364356791089,1.4235986132012317,1.6713356042033243,1.881486571410688,2.1815929223643065,2.4436790073681665,2.711485084552669,2.978625004067887,3.3292203910325777,3.5927545031417205
3-hr,1.3567306161656576,1.4934698475445316,1.726803156127663,1.9225295477628221,2.1854781587531993,2.4187113394333855,2.6741234764970576,2.9488255327349386,3.311147060247454,3.597550848668157
6-hr,1.4734605752633498,1.5553745573241897,1.7316026344178492,1.8877780061485585,2.102920416441703,2.301873723983419,2.467847934753289,2.6914019247475642,3.0338169413144365,3.341012716901448
12-hr,1.3858510081356772,1.537358039063456,1.6422699876341709,1.7365725180409355,1.900167142326021,2.034063248436678,2.170236324031588,2.3171470648019823,2.558957338921357,2.7873349901839397
24-hr,0.9764813463183792,1.0966955988617846,1.305427770280698,1.4813864665999956,1.673949420160801,1.7531795364391378,1.8524361093151671,1.9559588249700912,2.135135325101169,2.2942503359535364
2-day,0.6407581643960168,0.7261820940423794,0.8709435014495294,0.9961431843346652,1.1775125468802907,1.3202129981347386,1.4667261237450921,1.6216438542394744,1.8036668239876423,1.938616780286154
3-day,0.49705040774452686,0.5605942033767362,0.668328927625999,0.7614988495207768,0.8959473836316438,1.0060842911741683,1.1183823086276912,1.2335861030641273,1.4421066806030745,1.6196288836773731
4-day,0.4149541972233645,0.46517510529487455,0.5497990842523989,0.6238494928164992,0.7322216200872965,0.8213330528488636,0.9139700255367773,1.0068216387787445,1.194216867167392,1.3337484317975747
7-day,0.29123587888085706,0.3241675999836652,0.3797995503642518,0.4287629409702572,0.5015683265334288,0.5592298335149558,0.6178384287510102,0.711398538669896,0.8251260606292147,0.9075508579729854
10-day,0.23450657605734873,0.25973004502926184,0.30314612324575935,0.3413174883509725,0.3960042741685442,0.4370736732472545,0.500929287065394,0.5658177955283976,0.6435751037856835,0.7051593000905001
20-day,0.16384382864481062,0.1838620791462632,0.2247378498064293,0.24931288552838615,0.2705301751125712,0.2955452819395465,0.32975807167387594,0.36617013823014755,0.4092798990206767,0.44381225836250054
30-day,0.20632187239822833,0.21821154791160452,0.2381922065494177,0.25496308493041997,0.2783872174604952,0.2967243411044628,0.3151332525937872,0.3313209385292309,0.3551927880738604,0.3728199077604312
45-day,0.23949603286494536,0.24794147726296056,0.26270050905844516,0.2750522075337007,0.29245207611806,0.30589414119463026,0.31794554474542497,0.32990429100874924,0.3443958607211131,0.3548486434518436
60-day,0.26512725332800763,0.27456895262701825,0.28854373964231367,0.2974783614789685,0.30908640865805015,0.3193029626001377,0.32799311395306774,0.3367977747539615,0.3476249044347061,0.35454302785751923
