,1,2,5,10,25,50,100,200,500,1000
5-min,0.0,0.0,0.43713509099941367,8.384950800350072,35.252830883368,60.998328876893076,89.88082977120868,127.56436305812375,179.26231254448444,220.87449871620262
10-min,0.3086636041314306,8.278748972785575,41.18500582587528,72.92739160949989,132.4149242378825,185.90421130877328,241.06274889934096,294.5142028007117,364.4956934895128,418.5275334776781
15-min,11.889393376316821,36.586216632369364,83.13768857907667,134.5026732406126,214.41755048531277,281.9775435001473,343.0161056059135,404.183772367517,492.2373563518597,555.1417058369439
30-min,60.75993903496907,103.28683586912078,187.49303658692486,269.3398435326672,376.8868889213165,460.5739082211167,542.4173407102932,624.2878364384158,693.2249758383643,733.419685883134
60-min,124.66957134127635,184.26498007984097,289.72011469041644,387.2389142857522,528.377624478488,633.0889790588776,700.2274521830356,751.3165981671249,794.8798088598872,815.723086014376
2-hr,196.13698764391506,270.8078568246201,395.05621443066696,502.89173363893696,651.2894532550207,723.525411963753,777.8557404820046,820.4797707998912,837.297349160102,821.2126435773957
3-hr,242.8024905790895,321.2376830178978,459.20497358051153,576.0613850658468,694.6228697465212,760.4064695370977,812.3149415730172,834.8038414936682,835.0497613910579,815.1176104187343
6-hr,336.76518931230214,415.1693253798871,557.6460911153252,663.9188874411752,755.4945084865504,805.2710353888826,837.577850524441,856.6193263164085,840.5309079571515,794.6571848434397
12-hr,439.81340578088873,518.1842453441166,649.3300002544419,719.1320440793738,796.1332312300931,836.156152661993,861.8310005568117,879.1286104788612,849.6169586038754,808.9804605197307
24-hr,519.5929704421321,604.3778147987663,710.3805272023146,775.6014428335252,847.8996840704424,881.7497103026188,892.2270124398227,898.8270590701682,876.0748635372853,845.3482552829756
2-day,575.927654934516,655.1322350028893,748.9516332188597,818.493647046496,900.2149276216143,920.2711892354557,940.0578409102346,943.2209286593591,926.2040894490233,911.5811520059169
3-day,593.1746062009757,662.1774488483978,751.0614623860121,821.1276862648258,908.2135234053792,942.5832525672516,968.538534059623,967.1247360511919,958.5057674007721,950.6840945088335
4-day,591.7760639088799,652.8775691089625,740.9845607970963,810.1591546451136,897.2569425330371,949.6132170319842,971.0708971847112,974.469922807409,972.9723250862004,969.8461975913859
7-day,563.1133720124815,620.1775285938822,709.5682975438286,779.7041080050685,866.6466178573444,912.4363287141563,938.3425658020992,952.6302541225449,961.5431224134595,969.0927793150107
10-day,541.1863163446659,597.182967672424,686.8504092150021,757.0472084116751,832.9126091938682,861.6759378416499,885.2922559342181,906.5571769561107,930.9637312227633,940.634297615561
20-day,534.3859475753363,588.783887179146,668.115149589697,700.8081430799276,736.1014685647788,758.3000888540096,778.5180686199075,799.80978387422,820.5388845940357,834.6718485690543
30-day,563.6353171972438,599.2621745471353,634.3084425673932,658.7322196938251,686.9042629326883,707.0054841313984,725.6136934556633,739.814711262792,758.8023053207121,772.1744506345918
45-day,550.6215617494537,574.5397190892368,606.0306331134597,626.7506605490236,650.8063128976249,666.3333490606057,679.107348589159,691.0707403959299,704.5810140369136,713.3726841785232
60-day,527.3913913220573,549.189547917648,579.6670340648654,598.5069565480089,619.8641773128593,635.2108713370293,647.3736892866282,658.7071439432478,669.6893759170271,675.0113741174536
